junction_name,police_station,hour,weekday,month,violations,risk_score
BTP218 - Syndicate Bank Junction,Jayanagara,23,Tuesday,March,1,0.0
BTP218 - Syndicate Bank Junction,Wilson Garden,0,Sunday,November,2,0.3546099290780142
BTP218 - Syndicate Bank Junction,Wilson Garden,0,Tuesday,December,2,0.3546099290780142
BTP218 - Syndicate Bank Junction,Wilson Garden,0,Tuesday,February,2,0.3546099290780142
BTP218 - Syndicate Bank Junction,Wilson Garden,1,Friday,March,2,0.3546099290780142
BTP218 - Syndicate Bank Junction,Wilson Garden,1,Sunday,November,3,0.7092198581560284
BTP218 - Syndicate Bank Junction,Wilson Garden,1,Tuesday,February,4,1.0638297872340425
BTP218 - Syndicate Bank Junction,Wilson Garden,1,Tuesday,January,2,0.3546099290780142
BTP218 - Syndicate Bank Junction,Wilson Garden,1,Wednesday,February,2,0.3546099290780142
BTP218 - Syndicate Bank Junction,Wilson Garden,1,Wednesday,January,1,0.0
BTP218 - Syndicate Bank Junction,Wilson Garden,2,Friday,March,2,0.3546099290780142
BTP218 - Syndicate Bank Junction,Wilson Garden,2,Monday,February,11,3.546099290780142
BTP218 - Syndicate Bank Junction,Wilson Garden,2,Saturday,February,2,0.3546099290780142
BTP218 - Syndicate Bank Junction,Wilson Garden,2,Sunday,February,2,0.3546099290780142
BTP218 - Syndicate Bank Junction,Wilson Garden,2,Sunday,November,2,0.3546099290780142
BTP218 - Syndicate Bank Junction,Wilson Garden,2,Thursday,January,2,0.3546099290780142
BTP218 - Syndicate Bank Junction,Wilson Garden,2,Wednesday,February,2,0.3546099290780142
BTP218 - Syndicate Bank Junction,Wilson Garden,3,Monday,February,1,0.0
BTP218 - Syndicate Bank Junction,Wilson Garden,3,Sunday,February,1,0.0
BTP218 - Syndicate Bank Junction,Wilson Garden,3,Sunday,January,3,0.7092198581560284
BTP218 - Syndicate Bank Junction,Wilson Garden,3,Thursday,January,2,0.3546099290780142
BTP218 - Syndicate Bank Junction,Wilson Garden,3,Thursday,November,1,0.0
BTP218 - Syndicate Bank Junction,Wilson Garden,3,Tuesday,February,4,1.0638297872340425
BTP218 - Syndicate Bank Junction,Wilson Garden,4,Saturday,February,1,0.0
BTP218 - Syndicate Bank Junction,Wilson Garden,4,Sunday,February,3,0.7092198581560284
BTP218 - Syndicate Bank Junction,Wilson Garden,5,Friday,November,1,0.0
BTP218 - Syndicate Bank Junction,Wilson Garden,5,Monday,January,1,0.0
BTP218 - Syndicate Bank Junction,Wilson Garden,5,Saturday,March,1,0.0
BTP218 - Syndicate Bank Junction,Wilson Garden,6,Saturday,March,1,0.0
BTP218 - Syndicate Bank Junction,Wilson Garden,6,Thursday,February,1,0.0
BTP218 - Syndicate Bank Junction,Wilson Garden,7,Monday,January,1,0.0
BTP218 - Syndicate Bank Junction,Wilson Garden,7,Saturday,December,1,0.0
BTP218 - Syndicate Bank Junction,Wilson Garden,7,Thursday,December,1,0.0
BTP218 - Syndicate Bank Junction,Wilson Garden,7,Thursday,February,1,0.0
BTP218 - Syndicate Bank Junction,Wilson Garden,7,Tuesday,December,1,0.0
BTP218 - Syndicate Bank Junction,Wilson Garden,7,Tuesday,November,4,1.0638297872340425
BTP218 - Syndicate Bank Junction,Wilson Garden,7,Wednesday,November,1,0.0
BTP218 - Syndicate Bank Junction,Wilson Garden,8,Friday,January,1,0.0
BTP218 - Syndicate Bank Junction,Wilson Garden,8,Monday,January,1,0.0
BTP218 - Syndicate Bank Junction,Wilson Garden,8,Saturday,December,4,1.0638297872340425
BTP218 - Syndicate Bank Junction,Wilson Garden,8,Saturday,March,8,2.4822695035460995
BTP218 - Syndicate Bank Junction,Wilson Garden,8,Sunday,March,4,1.0638297872340425
BTP218 - Syndicate Bank Junction,Wilson Garden,8,Sunday,November,3,0.7092198581560284
BTP218 - Syndicate Bank Junction,Wilson Garden,9,Saturday,December,2,0.3546099290780142
BTP218 - Syndicate Bank Junction,Wilson Garden,10,Saturday,March,1,0.0
BTP218 - Syndicate Bank Junction,Wilson Garden,10,Sunday,November,5,1.4184397163120566
BTP218 - Syndicate Bank Junction,Wilson Garden,10,Thursday,December,2,0.3546099290780142
BTP218 - Syndicate Bank Junction,Wilson Garden,11,Tuesday,December,1,0.0
BTP218 - Syndicate Bank Junction,Wilson Garden,11,Wednesday,January,2,0.3546099290780142
BTP218 - Syndicate Bank Junction,Wilson Garden,19,Tuesday,January,1,0.0
BTP218 - Syndicate Bank Junction,Wilson Garden,20,Tuesday,March,1,0.0
BTP218 - Syndicate Bank Junction,Wilson Garden,21,Saturday,March,2,0.3546099290780142
BTP218 - Syndicate Bank Junction,Wilson Garden,22,Saturday,December,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,0,Saturday,January,7,2.1276595744680855
BTP219 - Canara Bank Junction,Jayanagara,0,Saturday,March,9,2.8368794326241136
BTP219 - Canara Bank Junction,Jayanagara,0,Saturday,November,2,0.3546099290780142
BTP219 - Canara Bank Junction,Jayanagara,0,Sunday,December,2,0.3546099290780142
BTP219 - Canara Bank Junction,Jayanagara,0,Sunday,January,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,0,Sunday,March,4,1.0638297872340425
BTP219 - Canara Bank Junction,Jayanagara,0,Sunday,November,3,0.7092198581560284
BTP219 - Canara Bank Junction,Jayanagara,0,Thursday,January,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,0,Thursday,March,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,0,Wednesday,January,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,1,Friday,November,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,1,Monday,January,4,1.0638297872340425
BTP219 - Canara Bank Junction,Jayanagara,1,Saturday,December,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,1,Saturday,March,4,1.0638297872340425
BTP219 - Canara Bank Junction,Jayanagara,1,Saturday,November,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,1,Sunday,December,7,2.1276595744680855
BTP219 - Canara Bank Junction,Jayanagara,1,Sunday,January,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,1,Sunday,November,3,0.7092198581560284
BTP219 - Canara Bank Junction,Jayanagara,1,Thursday,December,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,1,Thursday,February,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,1,Thursday,November,2,0.3546099290780142
BTP219 - Canara Bank Junction,Jayanagara,1,Tuesday,January,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,2,Friday,December,6,1.7730496453900706
BTP219 - Canara Bank Junction,Jayanagara,2,Friday,February,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,2,Monday,January,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,2,Saturday,December,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,2,Saturday,November,2,0.3546099290780142
BTP219 - Canara Bank Junction,Jayanagara,2,Sunday,April,4,1.0638297872340425
BTP219 - Canara Bank Junction,Jayanagara,2,Sunday,December,4,1.0638297872340425
BTP219 - Canara Bank Junction,Jayanagara,2,Sunday,January,3,0.7092198581560284
BTP219 - Canara Bank Junction,Jayanagara,2,Sunday,March,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,2,Sunday,November,3,0.7092198581560284
BTP219 - Canara Bank Junction,Jayanagara,2,Thursday,November,3,0.7092198581560284
BTP219 - Canara Bank Junction,Jayanagara,2,Tuesday,December,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,2,Tuesday,January,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,2,Tuesday,March,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,2,Tuesday,November,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,2,Wednesday,February,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,2,Wednesday,November,2,0.3546099290780142
BTP219 - Canara Bank Junction,Jayanagara,3,Friday,November,3,0.7092198581560284
BTP219 - Canara Bank Junction,Jayanagara,3,Monday,February,3,0.7092198581560284
BTP219 - Canara Bank Junction,Jayanagara,3,Monday,January,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,3,Monday,March,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,3,Monday,November,3,0.7092198581560284
BTP219 - Canara Bank Junction,Jayanagara,3,Saturday,December,2,0.3546099290780142
BTP219 - Canara Bank Junction,Jayanagara,3,Saturday,January,4,1.0638297872340425
BTP219 - Canara Bank Junction,Jayanagara,3,Saturday,March,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,3,Saturday,November,3,0.7092198581560284
BTP219 - Canara Bank Junction,Jayanagara,3,Sunday,April,4,1.0638297872340425
BTP219 - Canara Bank Junction,Jayanagara,3,Sunday,February,2,0.3546099290780142
BTP219 - Canara Bank Junction,Jayanagara,3,Sunday,January,4,1.0638297872340425
BTP219 - Canara Bank Junction,Jayanagara,3,Sunday,March,10,3.1914893617021276
BTP219 - Canara Bank Junction,Jayanagara,3,Thursday,March,2,0.3546099290780142
BTP219 - Canara Bank Junction,Jayanagara,3,Thursday,November,4,1.0638297872340425
BTP219 - Canara Bank Junction,Jayanagara,3,Tuesday,February,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,3,Tuesday,January,2,0.3546099290780142
BTP219 - Canara Bank Junction,Jayanagara,3,Tuesday,November,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,3,Wednesday,December,2,0.3546099290780142
BTP219 - Canara Bank Junction,Jayanagara,3,Wednesday,January,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,4,Friday,December,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,4,Friday,February,3,0.7092198581560284
BTP219 - Canara Bank Junction,Jayanagara,4,Friday,January,3,0.7092198581560284
BTP219 - Canara Bank Junction,Jayanagara,4,Friday,March,3,0.7092198581560284
BTP219 - Canara Bank Junction,Jayanagara,4,Friday,November,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,4,Monday,April,7,2.1276595744680855
BTP219 - Canara Bank Junction,Jayanagara,4,Monday,December,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,4,Monday,February,2,0.3546099290780142
BTP219 - Canara Bank Junction,Jayanagara,4,Monday,January,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,4,Saturday,December,7,2.1276595744680855
BTP219 - Canara Bank Junction,Jayanagara,4,Saturday,January,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,4,Saturday,March,2,0.3546099290780142
BTP219 - Canara Bank Junction,Jayanagara,4,Saturday,November,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,4,Sunday,December,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,4,Sunday,February,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,4,Sunday,January,4,1.0638297872340425
BTP219 - Canara Bank Junction,Jayanagara,4,Sunday,March,3,0.7092198581560284
BTP219 - Canara Bank Junction,Jayanagara,4,Thursday,December,3,0.7092198581560284
BTP219 - Canara Bank Junction,Jayanagara,4,Thursday,February,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,4,Thursday,January,2,0.3546099290780142
BTP219 - Canara Bank Junction,Jayanagara,4,Thursday,March,3,0.7092198581560284
BTP219 - Canara Bank Junction,Jayanagara,4,Thursday,November,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,4,Tuesday,December,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,4,Tuesday,February,4,1.0638297872340425
BTP219 - Canara Bank Junction,Jayanagara,4,Tuesday,January,2,0.3546099290780142
BTP219 - Canara Bank Junction,Jayanagara,4,Wednesday,December,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,4,Wednesday,February,3,0.7092198581560284
BTP219 - Canara Bank Junction,Jayanagara,4,Wednesday,November,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,5,Friday,December,2,0.3546099290780142
BTP219 - Canara Bank Junction,Jayanagara,5,Friday,February,3,0.7092198581560284
BTP219 - Canara Bank Junction,Jayanagara,5,Friday,January,5,1.4184397163120566
BTP219 - Canara Bank Junction,Jayanagara,5,Friday,November,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,5,Monday,April,4,1.0638297872340425
BTP219 - Canara Bank Junction,Jayanagara,5,Monday,January,3,0.7092198581560284
BTP219 - Canara Bank Junction,Jayanagara,5,Monday,March,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,5,Saturday,December,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,5,Sunday,January,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,5,Sunday,March,2,0.3546099290780142
BTP219 - Canara Bank Junction,Jayanagara,5,Sunday,November,3,0.7092198581560284
BTP219 - Canara Bank Junction,Jayanagara,5,Thursday,December,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,5,Tuesday,February,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,5,Tuesday,January,2,0.3546099290780142
BTP219 - Canara Bank Junction,Jayanagara,5,Tuesday,November,14,4.609929078014185
BTP219 - Canara Bank Junction,Jayanagara,5,Wednesday,January,3,0.7092198581560284
BTP219 - Canara Bank Junction,Jayanagara,5,Wednesday,November,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,6,Friday,December,6,1.7730496453900706
BTP219 - Canara Bank Junction,Jayanagara,6,Friday,January,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,6,Friday,March,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,6,Monday,January,13,4.25531914893617
BTP219 - Canara Bank Junction,Jayanagara,6,Saturday,December,5,1.4184397163120566
BTP219 - Canara Bank Junction,Jayanagara,6,Sunday,December,6,1.7730496453900706
BTP219 - Canara Bank Junction,Jayanagara,6,Sunday,November,2,0.3546099290780142
BTP219 - Canara Bank Junction,Jayanagara,6,Thursday,December,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,6,Thursday,February,2,0.3546099290780142
BTP219 - Canara Bank Junction,Jayanagara,6,Tuesday,February,5,1.4184397163120566
BTP219 - Canara Bank Junction,Jayanagara,6,Tuesday,January,2,0.3546099290780142
BTP219 - Canara Bank Junction,Jayanagara,6,Tuesday,March,2,0.3546099290780142
BTP219 - Canara Bank Junction,Jayanagara,6,Tuesday,November,2,0.3546099290780142
BTP219 - Canara Bank Junction,Jayanagara,6,Wednesday,February,5,1.4184397163120566
BTP219 - Canara Bank Junction,Jayanagara,7,Monday,January,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,7,Saturday,December,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,7,Saturday,January,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,7,Sunday,December,3,0.7092198581560284
BTP219 - Canara Bank Junction,Jayanagara,7,Sunday,February,2,0.3546099290780142
BTP219 - Canara Bank Junction,Jayanagara,7,Sunday,January,2,0.3546099290780142
BTP219 - Canara Bank Junction,Jayanagara,7,Sunday,March,2,0.3546099290780142
BTP219 - Canara Bank Junction,Jayanagara,7,Thursday,January,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,7,Thursday,November,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,7,Tuesday,January,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,7,Wednesday,January,3,0.7092198581560284
BTP219 - Canara Bank Junction,Jayanagara,8,Friday,December,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,8,Saturday,December,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,8,Saturday,January,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,8,Sunday,January,9,2.8368794326241136
BTP219 - Canara Bank Junction,Jayanagara,8,Sunday,March,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,8,Thursday,November,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,16,Saturday,January,1,0.0
BTP219 - Canara Bank Junction,Jayanagara,20,Saturday,December,2,0.3546099290780142
BTP219 - Canara Bank Junction,Jayanagara,21,Saturday,March,7,2.1276595744680855
BTP219 - Canara Bank Junction,Jayanagara,22,Saturday,November,2,0.3546099290780142
BTP219 - Canara Bank Junction,Jayanagara,23,Sunday,January,1,0.0
BTP220 - Puttanna Junction,Jayanagara,0,Saturday,December,2,0.3546099290780142
BTP220 - Puttanna Junction,Jayanagara,0,Sunday,April,1,0.0
BTP220 - Puttanna Junction,Jayanagara,0,Sunday,December,3,0.7092198581560284
BTP220 - Puttanna Junction,Jayanagara,0,Thursday,December,1,0.0
BTP220 - Puttanna Junction,Jayanagara,0,Thursday,January,1,0.0
BTP220 - Puttanna Junction,Jayanagara,0,Thursday,November,1,0.0
BTP220 - Puttanna Junction,Jayanagara,0,Tuesday,November,1,0.0
BTP220 - Puttanna Junction,Jayanagara,0,Wednesday,November,2,0.3546099290780142
BTP220 - Puttanna Junction,Jayanagara,1,Friday,December,2,0.3546099290780142
BTP220 - Puttanna Junction,Jayanagara,1,Friday,February,5,1.4184397163120566
BTP220 - Puttanna Junction,Jayanagara,1,Friday,January,1,0.0
BTP220 - Puttanna Junction,Jayanagara,1,Monday,February,1,0.0
BTP220 - Puttanna Junction,Jayanagara,1,Saturday,December,2,0.3546099290780142
BTP220 - Puttanna Junction,Jayanagara,1,Saturday,January,1,0.0
BTP220 - Puttanna Junction,Jayanagara,1,Saturday,March,1,0.0
BTP220 - Puttanna Junction,Jayanagara,1,Saturday,November,2,0.3546099290780142
BTP220 - Puttanna Junction,Jayanagara,1,Sunday,December,1,0.0
BTP220 - Puttanna Junction,Jayanagara,1,Sunday,February,1,0.0
BTP220 - Puttanna Junction,Jayanagara,1,Sunday,January,1,0.0
BTP220 - Puttanna Junction,Jayanagara,1,Sunday,November,6,1.7730496453900706
BTP220 - Puttanna Junction,Jayanagara,1,Thursday,December,1,0.0
BTP220 - Puttanna Junction,Jayanagara,1,Thursday,January,2,0.3546099290780142
BTP220 - Puttanna Junction,Jayanagara,1,Thursday,March,1,0.0
BTP220 - Puttanna Junction,Jayanagara,1,Thursday,November,1,0.0
BTP220 - Puttanna Junction,Jayanagara,1,Tuesday,December,1,0.0
BTP220 - Puttanna Junction,Jayanagara,1,Tuesday,February,1,0.0
BTP220 - Puttanna Junction,Jayanagara,1,Tuesday,January,1,0.0
BTP220 - Puttanna Junction,Jayanagara,1,Tuesday,March,2,0.3546099290780142
BTP220 - Puttanna Junction,Jayanagara,1,Tuesday,November,1,0.0
BTP220 - Puttanna Junction,Jayanagara,1,Wednesday,December,1,0.0
BTP220 - Puttanna Junction,Jayanagara,1,Wednesday,February,3,0.7092198581560284
BTP220 - Puttanna Junction,Jayanagara,1,Wednesday,March,3,0.7092198581560284
BTP220 - Puttanna Junction,Jayanagara,1,Wednesday,November,1,0.0
BTP220 - Puttanna Junction,Jayanagara,2,Friday,December,1,0.0
BTP220 - Puttanna Junction,Jayanagara,2,Friday,February,1,0.0
BTP220 - Puttanna Junction,Jayanagara,2,Friday,January,3,0.7092198581560284
BTP220 - Puttanna Junction,Jayanagara,2,Friday,March,2,0.3546099290780142
BTP220 - Puttanna Junction,Jayanagara,2,Monday,December,3,0.7092198581560284
BTP220 - Puttanna Junction,Jayanagara,2,Saturday,December,1,0.0
BTP220 - Puttanna Junction,Jayanagara,2,Saturday,January,4,1.0638297872340425
BTP220 - Puttanna Junction,Jayanagara,2,Saturday,November,1,0.0
BTP220 - Puttanna Junction,Jayanagara,2,Sunday,February,1,0.0
BTP220 - Puttanna Junction,Jayanagara,2,Sunday,January,1,0.0
BTP220 - Puttanna Junction,Jayanagara,2,Sunday,March,1,0.0
BTP220 - Puttanna Junction,Jayanagara,2,Sunday,November,4,1.0638297872340425
BTP220 - Puttanna Junction,Jayanagara,2,Thursday,January,4,1.0638297872340425
BTP220 - Puttanna Junction,Jayanagara,2,Thursday,March,2,0.3546099290780142
BTP220 - Puttanna Junction,Jayanagara,2,Thursday,November,1,0.0
BTP220 - Puttanna Junction,Jayanagara,2,Tuesday,February,1,0.0
BTP220 - Puttanna Junction,Jayanagara,2,Tuesday,March,1,0.0
BTP220 - Puttanna Junction,Jayanagara,2,Wednesday,January,2,0.3546099290780142
BTP220 - Puttanna Junction,Jayanagara,2,Wednesday,March,11,3.546099290780142
BTP220 - Puttanna Junction,Jayanagara,2,Wednesday,November,1,0.0
BTP220 - Puttanna Junction,Jayanagara,3,Friday,December,1,0.0
BTP220 - Puttanna Junction,Jayanagara,3,Friday,February,1,0.0
BTP220 - Puttanna Junction,Jayanagara,3,Monday,November,2,0.3546099290780142
BTP220 - Puttanna Junction,Jayanagara,3,Saturday,December,1,0.0
BTP220 - Puttanna Junction,Jayanagara,3,Saturday,February,1,0.0
BTP220 - Puttanna Junction,Jayanagara,3,Sunday,December,2,0.3546099290780142
BTP220 - Puttanna Junction,Jayanagara,3,Sunday,February,1,0.0
BTP220 - Puttanna Junction,Jayanagara,3,Sunday,March,5,1.4184397163120566
BTP220 - Puttanna Junction,Jayanagara,3,Sunday,November,1,0.0
BTP220 - Puttanna Junction,Jayanagara,3,Thursday,March,1,0.0
BTP220 - Puttanna Junction,Jayanagara,4,Friday,December,2,0.3546099290780142
BTP220 - Puttanna Junction,Jayanagara,4,Friday,March,1,0.0
BTP220 - Puttanna Junction,Jayanagara,4,Saturday,January,1,0.0
BTP220 - Puttanna Junction,Jayanagara,4,Saturday,March,1,0.0
BTP220 - Puttanna Junction,Jayanagara,4,Saturday,November,1,0.0
BTP220 - Puttanna Junction,Jayanagara,4,Sunday,January,2,0.3546099290780142
BTP220 - Puttanna Junction,Jayanagara,4,Sunday,March,4,1.0638297872340425
BTP220 - Puttanna Junction,Jayanagara,4,Sunday,November,2,0.3546099290780142
BTP220 - Puttanna Junction,Jayanagara,4,Thursday,December,2,0.3546099290780142
BTP220 - Puttanna Junction,Jayanagara,4,Thursday,November,1,0.0
BTP220 - Puttanna Junction,Jayanagara,4,Tuesday,December,1,0.0
BTP220 - Puttanna Junction,Jayanagara,4,Tuesday,February,1,0.0
BTP220 - Puttanna Junction,Jayanagara,4,Wednesday,March,1,0.0
BTP220 - Puttanna Junction,Jayanagara,5,Friday,January,1,0.0
BTP220 - Puttanna Junction,Jayanagara,5,Friday,November,1,0.0
BTP220 - Puttanna Junction,Jayanagara,5,Monday,January,1,0.0
BTP220 - Puttanna Junction,Jayanagara,5,Saturday,February,1,0.0
BTP220 - Puttanna Junction,Jayanagara,5,Saturday,November,2,0.3546099290780142
BTP220 - Puttanna Junction,Jayanagara,5,Sunday,December,1,0.0
BTP220 - Puttanna Junction,Jayanagara,5,Sunday,February,4,1.0638297872340425
BTP220 - Puttanna Junction,Jayanagara,5,Sunday,March,5,1.4184397163120566
BTP220 - Puttanna Junction,Jayanagara,5,Sunday,November,1,0.0
BTP220 - Puttanna Junction,Jayanagara,5,Thursday,December,3,0.7092198581560284
BTP220 - Puttanna Junction,Jayanagara,5,Tuesday,February,7,2.1276595744680855
BTP220 - Puttanna Junction,Jayanagara,5,Tuesday,January,4,1.0638297872340425
BTP220 - Puttanna Junction,Jayanagara,5,Tuesday,November,6,1.7730496453900706
BTP220 - Puttanna Junction,Jayanagara,5,Wednesday,February,1,0.0
BTP220 - Puttanna Junction,Jayanagara,5,Wednesday,November,4,1.0638297872340425
BTP220 - Puttanna Junction,Jayanagara,6,Friday,January,1,0.0
BTP220 - Puttanna Junction,Jayanagara,6,Monday,December,2,0.3546099290780142
BTP220 - Puttanna Junction,Jayanagara,6,Saturday,February,1,0.0
BTP220 - Puttanna Junction,Jayanagara,6,Sunday,December,26,8.865248226950353
BTP220 - Puttanna Junction,Jayanagara,6,Sunday,February,3,0.7092198581560284
BTP220 - Puttanna Junction,Jayanagara,6,Sunday,January,2,0.3546099290780142
BTP220 - Puttanna Junction,Jayanagara,6,Sunday,November,2,0.3546099290780142
BTP220 - Puttanna Junction,Jayanagara,6,Thursday,December,3,0.7092198581560284
BTP220 - Puttanna Junction,Jayanagara,6,Thursday,February,3,0.7092198581560284
BTP220 - Puttanna Junction,Jayanagara,6,Thursday,January,1,0.0
BTP220 - Puttanna Junction,Jayanagara,6,Thursday,March,1,0.0
BTP220 - Puttanna Junction,Jayanagara,6,Thursday,November,2,0.3546099290780142
BTP220 - Puttanna Junction,Jayanagara,6,Wednesday,December,1,0.0
BTP220 - Puttanna Junction,Jayanagara,6,Wednesday,February,3,0.7092198581560284
BTP220 - Puttanna Junction,Jayanagara,6,Wednesday,January,2,0.3546099290780142
BTP220 - Puttanna Junction,Jayanagara,7,Friday,December,2,0.3546099290780142
BTP220 - Puttanna Junction,Jayanagara,7,Friday,February,1,0.0
BTP220 - Puttanna Junction,Jayanagara,7,Friday,November,1,0.0
BTP220 - Puttanna Junction,Jayanagara,7,Saturday,December,4,1.0638297872340425
BTP220 - Puttanna Junction,Jayanagara,7,Saturday,February,1,0.0
BTP220 - Puttanna Junction,Jayanagara,7,Saturday,January,1,0.0
BTP220 - Puttanna Junction,Jayanagara,7,Saturday,November,10,3.1914893617021276
BTP220 - Puttanna Junction,Jayanagara,7,Sunday,December,1,0.0
BTP220 - Puttanna Junction,Jayanagara,7,Sunday,February,1,0.0
BTP220 - Puttanna Junction,Jayanagara,7,Sunday,March,1,0.0
BTP220 - Puttanna Junction,Jayanagara,7,Thursday,December,2,0.3546099290780142
BTP220 - Puttanna Junction,Jayanagara,7,Thursday,November,2,0.3546099290780142
BTP220 - Puttanna Junction,Jayanagara,7,Tuesday,December,2,0.3546099290780142
BTP220 - Puttanna Junction,Jayanagara,7,Tuesday,January,1,0.0
BTP220 - Puttanna Junction,Jayanagara,7,Wednesday,January,2,0.3546099290780142
BTP220 - Puttanna Junction,Jayanagara,7,Wednesday,November,2,0.3546099290780142
BTP220 - Puttanna Junction,Jayanagara,8,Thursday,November,1,0.0
BTP220 - Puttanna Junction,Jayanagara,21,Friday,March,3,0.7092198581560284
BTP220 - Puttanna Junction,Jayanagara,21,Thursday,February,4,1.0638297872340425
BTP220 - Puttanna Junction,Jayanagara,21,Tuesday,November,10,3.1914893617021276
BTP220 - Puttanna Junction,Jayanagara,22,Friday,March,1,0.0
BTP220 - Puttanna Junction,Jayanagara,22,Friday,November,1,0.0
BTP220 - Puttanna Junction,Jayanagara,22,Monday,November,1,0.0
BTP220 - Puttanna Junction,Jayanagara,22,Saturday,December,1,0.0
BTP220 - Puttanna Junction,Jayanagara,22,Saturday,November,1,0.0
BTP220 - Puttanna Junction,Jayanagara,22,Wednesday,January,1,0.0
BTP220 - Puttanna Junction,Jayanagara,23,Thursday,March,1,0.0
BTP220 - Puttanna Junction,Jayanagara,23,Tuesday,March,3,0.7092198581560284
"BTP221 - 15th Cross, 24th Main, JP Nagar",J.P. Nagar,1,Monday,January,1,0.0
"BTP221 - 15th Cross, 24th Main, JP Nagar",J.P. Nagar,1,Thursday,January,7,2.1276595744680855
"BTP221 - 15th Cross, 24th Main, JP Nagar",J.P. Nagar,1,Tuesday,January,1,0.0
"BTP221 - 15th Cross, 24th Main, JP Nagar",J.P. Nagar,1,Wednesday,November,1,0.0
"BTP221 - 15th Cross, 24th Main, JP Nagar",J.P. Nagar,2,Friday,December,1,0.0
"BTP221 - 15th Cross, 24th Main, JP Nagar",J.P. Nagar,2,Friday,January,3,0.7092198581560284
"BTP221 - 15th Cross, 24th Main, JP Nagar",J.P. Nagar,2,Monday,January,4,1.0638297872340425
"BTP221 - 15th Cross, 24th Main, JP Nagar",J.P. Nagar,2,Monday,November,1,0.0
"BTP221 - 15th Cross, 24th Main, JP Nagar",J.P. Nagar,2,Thursday,January,2,0.3546099290780142
"BTP221 - 15th Cross, 24th Main, JP Nagar",J.P. Nagar,2,Thursday,March,1,0.0
"BTP221 - 15th Cross, 24th Main, JP Nagar",J.P. Nagar,2,Tuesday,January,2,0.3546099290780142
"BTP221 - 15th Cross, 24th Main, JP Nagar",J.P. Nagar,3,Friday,December,1,0.0
